FID,Reference,ReferenceNumb,studyYear,State,location,soil,planted date,Date rust first appeared,Growth stage applied,applicationsNumb,trade name,active ingredient,active ingredient coded,class,class code,amount,stats,replications,mean sep,rustSeverPerc,rustSeverPercLSD,rustSeverPercCont,rustSeverPercContLSD,rustSever1-8,rustSever1-8LSD,rustSever1-8Cont,rustSever1-8ContLSD,Tsincidence,TSincidenceLSD,TSincidenceCont,TSincidenceContLSD,Tsseverity,TSseverityLSD,TSseverityCont,TSseverityContLSD,CercoSever,CercoSeverLSD,CercoSeverCont,CercoSeverContLSD,yield,yieldLSD,yieldCont,yieldContLSD,seedWt,seedWtLSD,seedWtCont,seedWtContLSD,defoliation,lsd,control defol,conrol lsd,aerial web,lsd arial,control arial web,lsd arial
247,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quadris + Laredo,azoxystrobin + myclobutanil,azo+myc,mixed modes of action,mma,6.2 + 7,rcb,4,Fishers LSD (p</=0.1,22.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,28.8,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
248,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quadris + Headline,azoxystrobin + pyraclostrobin,azo+pyra,mixed modes of action,mma,6.2 + 7.8,rcb,4,Fishers LSD (p</=0.1,32.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,31.2,2.8,25.5,2.8,17.293195,0.850485,15.592225,0.850485,,,,,,,,
249,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Stratego + Folicur ,propiconizole + trifloxystrobin + tebuconizole,prop+trif+tebu,mixed modes of action,mma,10 + 4,rcb,4,Fishers LSD (p</=0.1,24.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,29.8,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
250,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 14,2,Laredo + Headline,myclobutanil + pyraclostrobin,myc+pyra,mixed modes of action,mma,7 + 7,rcb,4,Fishers LSD (p</=0.1,67.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,48.6,5.5,39,5.5,14.458245,0.850485,11.3398,0.850485,,,,,,,,
251,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 14,2,Laredo + Headline,myclobutanil + pyraclostrobin,myc+pyra,mixed modes of action,mma,5 + 6,rcb,4,Fishers LSD (p</=0.1,52.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,52.2,5.5,39,5.5,14.74174,0.850485,11.3398,0.850485,,,,,,,,
252,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 14,2,Enable + Headline,fenbuconazole + pyraclostrobin,fenb+pyra,mixed modes of action,mma,7.1 + 7,rcb,4,Fishers LSD (p</=0.1,67.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,53.6,5.5,39,5.5,14.17475,0.850485,11.3398,0.850485,,,,,,,,
253,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 21,2,Laredo + Headline,myclobutanil + pyraclostrobin,myc+pyra,mixed modes of action,mma,7 + 7,rcb,4,Fishers LSD (p</=0.1,67.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,49.7,5.5,39,5.5,14.458245,0.850485,11.3398,0.850485,,,,,,,,
254,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 21,2,Laredo + Headline,myclobutanil + pyraclostrobin,myc+pyra,mixed modes of action,mma,5 + 6,rcb,4,Fishers LSD (p</=0.1,67.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,52.3,5.5,39,5.5,14.458245,0.850485,11.3398,0.850485,,,,,,,,
255,Mueller ref 38,38,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + 21,2,Enable + Headline,fenbuconazole + pyraclostrobin,fenb+pyra,mixed modes of action,mma,7.1 + 7,rcb,4,Fishers LSD (p</=0.1,67.5,9.7,87.5,9.7,,,,,,,,,,,,,,,,,52.6,5.5,39,5.5,14.74174,0.850485,11.3398,0.850485,,,,,,,,
256,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,52.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,49.5,6.558,39.1,6.56,14.74174,0.850485,11.623295,0.850485,,,,,,,,
257,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Trisum,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,60,15.7,87.5,15.7,,,,,,,,,,,,,,,,,50.8,6.558,39.1,6.56,14.74174,0.850485,11.623295,0.850485,,,,,,,,
258,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Microthiol Disperss,sulfer,sul,other,other,2,rcb,4,Fishers LSD (p</=0.1,87.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,40.6,6.558,39.1,6.56,11.90679,0.850485,11.623295,0.850485,,,,,,,,
259,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Cuprofix Ultra,copper sulfate,cop,other,other,2,rcb,4,Fishers LSD (p</=0.1,60,15.7,87.5,15.7,,,,,,,,,,,,,,,,,44.7,6.558,39.1,6.56,13.60776,0.850485,11.623295,0.850485,,,,,,,,
260,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Penncozeb,ethylenebisdithiocarbamate,eth,other,other,2,rcb,4,Fishers LSD (p</=0.1,87.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,45.6,6.558,39.1,6.56,12.190285,0.850485,11.623295,0.850485,,,,,,,,
261,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Topsin,thiophanate,thio,thiophanate,thiophanate,16,rcb,4,Fishers LSD (p</=0.1,87.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,40.9,6.558,39.1,6.56,11.90679,0.850485,11.623295,0.850485,,,,,,,,
262,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Trisum + Microthiol,tebuconazole + sulfer,tebu+sul,mixed modes of action,mma,4 + 2,rcb,4,Fishers LSD (p</=0.1,47.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,49.6,6.558,39.1,6.56,14.458245,0.850485,11.623295,0.850485,,,,,,,,
263,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Trisum + Cuprofix Ultra,tebuconazole + coper sulfate,teb+cop,mixed modes of action,mma,4 + 2,rcb,4,Fishers LSD (p</=0.1,37.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,47.8,6.558,39.1,6.56,15.025235,0.850485,11.623295,0.850485,,,,,,,,
264,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Trisum + Penncozeb,tebuconizole + ethylenebisdithiocarbamate,teb+eth,mixed modes of action,mma,4 + 2,rcb,4,Fishers LSD (p</=0.1,60,15.7,87.5,15.7,,,,,,,,,,,,,,,,,51.2,6.558,39.1,6.56,14.458245,0.850485,11.623295,0.850485,,,,,,,,
265,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Trisum + Topsin,tebuconizole + thiophanate,teb+thio,mixed modes of action,mma,4 + 16,rcb,4,Fishers LSD (p</=0.1,45,15.7,87.5,15.7,,,,,,,,,,,,,,,,,55.1,6.558,39.1,6.56,14.74174,0.850485,11.623295,0.850485,,,,,,,,
266,Mueller ref 39,39,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r4,2,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,7.8,rcb,4,Fishers LSD (p</=0.1,19.5,15.7,87.5,15.7,,,,,,,,,,,,,,,,,50.1,6.558,39.1,6.56,15.30873,0.850485,11.623295,0.850485,,,,,,,,
267,Mueller ref 40,40,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38870,,r2 + r4,2,Domark,tetraconazole,tetr,triazole,triazole,5,rcb,4,Fishers LSD (p</=0.1,1.4,1.9,37.5,1.9,,,,,,,,,,,,,,,,,70,6.6,62.9,6.6,15.87572,0.56699,15.30873,0.56699,,,,,,,,
268,Mueller ref 40,40,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38870,,r2 + r4,2,Domark + Quadris,tetraconazole + azoxystrobin,tetr+azo,mixed modes of action,mma,5 + 4.2,rcb,4,Fishers LSD (p</=0.1,0,1.9,37.5,1.9,,,,,,,,,,,,,,,,,71.2,6.6,62.9,6.6,16.159215,0.56699,15.30873,0.56699,,,,,,,,
269,Mueller ref 40,40,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38870,,r2 + r4,2,Domark + Orthene,tetraconazole + orthene,tetr+ort,mixed modes of action,mma,5 + .75,rcb,4,Fishers LSD (p</=0.1,0,1.9,37.5,1.9,,,,,,,,,,,,,,,,,68.1,6.6,62.9,6.6,15.87572,0.56699,15.30873,0.56699,,,,,,,,
270,Mueller ref 40,40,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38870,,r2 + r4,2,Domark + crop oil,tetraconazole + crop oil,tetr+cro,mixed modes of action,mma,5 + 1,rcb,4,Fishers LSD (p</=0.1,0,1.9,37.5,1.9,,,,,,,,,,,,,,,,,67.2,6.6,62.9,6.6,15.592225,0.56699,15.30873,0.56699,,,,,,,,
271,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38869,,r2 + r5,2,Cuprofix,copper sulfate,cop,copper sulfate,copper sulfate,2,rcb,4,Fishers LSD (p</=0.1,,,,,5,2.3,9,2.3,,,,,,,,,,,,,69.3,8.3,52.9,8.3,,,,,,,,,,,,
272,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38870,,r2 + r5,2,Penncozeb,ethylenebisdithiocarbamate,eth,other,other,2,rcb,4,Fishers LSD (p</=0.1,,,,,6.3,2.3,9,2.3,,,,,,,,,,,,,62.4,8.3,52.9,8.3,,,,,,,,,,,,
273,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38871,,r2 + r5,2,Microthiol,sulfer,sul,other,other,2,rcb,4,Fishers LSD (p</=0.1,,,,,7.3,2.3,9,2.3,,,,,,,,,,,,,62.4,8.3,52.9,8.3,,,,,,,,,,,,
274,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38872,,r2 + r5,2,Topsin,thiophanate,thio,thiophanate,thiophanate,16,rcb,4,Fishers LSD (p</=0.1,,,,,6.5,2.3,9,2.3,,,,,,,,,,,,,61.6,8.3,52.9,8.3,,,,,,,,,,,,
275,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38873,,r2 + r5,2,KFD-09-013.6 f,other,oth,other,other,4,rcb,4,Fishers LSD (p</=0.1,,,,,3.8,2.3,9,2.3,,,,,,,,,,,,,70.9,8.3,52.9,8.3,,,,,,,,,,,,
276,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38874,,r2 + r5,2,Cuprofix + KFD-09-013.6f,copper sulfate + other,cop+oth,mixed modes of action,mma,2 + 4,rcb,4,Fishers LSD (p</=0.1,,,,,3.8,2.3,9,2.3,,,,,,,,,,,,,74.8,8.3,52.9,8.3,,,,,,,,,,,,
277,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38875,,r2 + r5,2,Penncozeb + KFD-09-013.6f,ethylenebisdithiocarbamate + other,eth+oth,mixed modes of action,mma,2 + 4,rcb,4,Fishers LSD (p</=0.1,,,,,2.3,2.3,9,2.3,,,,,,,,,,,,,75.5,8.3,52.9,8.3,,,,,,,,,,,,
278,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38876,,r2 + r5,2,Microthiol + KFD-09-013.6f,sulfer + other,sul+oth,mixed modes of action,mma,16 + 4,rcb,4,Fishers LSD (p</=0.1,,,,,4.3,2.3,9,2.3,,,,,,,,,,,,,69.3,8.3,52.9,8.3,,,,,,,,,,,,
279,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38869,,r2 + r5,2,Topsin + KDF-09-013.6f,thiophanate + other,thio+oth,mixed modes of action,mma,16 + 4,rcb,4,fishers LSD (p</=0.1,,,,,2.8,2.3,9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38877,,r2 + r5,2,Folicur,tebuconizole,teb,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,2.5,2.3,9,2.3,,,,,,,,,,,,,78.6,8.3,52.9,8.3,,,,,,,,,,,,
280,Lawrence ref 41,41,2006,AL ,GCREC,Malbis fine sandy loam,38878,,r2 + r5,2,Headline ,pyraclostrobin,pyr,strobulurin,strobulurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,2.8,2.3,9,2.3,,,,,,,,,,,,,74.7,8.3,52.9,8.3,,,,,,,,,,,,
281,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad,organic,org,other,other,16,rcb,4,Fishers LSD (p</=0.1,60,29.3,100,29.3,,,,,,,,,,,,,,,,,64.3,5.32,58.6,5.32,,,,,,,,,,,,
282,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad,organic,org,other,other,32,rcb,4,Fishers LSD (p</=0.1,100,29.3,100,29.3,,,,,,,,,,,,,,,,,58.8,5.32,58.6,5.32,,,,,,,,,,,,
283,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad,organic,org,other,other,64,rcb,4,Fishers LSD (p</=0.1,100,29.3,100,29.3,,,,,,,,,,,,,,,,,58.5,5.32,58.6,5.32,,,,,,,,,,,,
284,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad + Quadris,organic + azoxystrobin,org+azo,mixed modes of action,mma,16 + 4,rcb,4,Fishers LSD (p</=0.1,100,29.3,100,29.3,,,,,,,,,,,,,,,,,63.6,5.32,58.6,5.32,,,,,,,,,,,,
285,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad + Quadris,organic + azoxystrobin,org+azo,mixed modes of action,mma,32 + 4,rcb,4,Fishers LSD (p</=0.1,75,29.3,100,29.3,,,,,,,,,,,,,,,,,63.8,5.32,58.6,5.32,,,,,,,,,,,,
286,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Ballad + Quadris,organic + azoxystrobin,org+azo,mixed modes of action,mma,32 + 8,rcb,4,Fishers LSD (p</=0.1,75,29.3,100,29.3,,,,,,,,,,,,,,,,,70.3,5.32,58.6,5.32,,,,,,,,,,,,
287,Sikora ref 42,42,2005,AL,EVSREC,Cahaba sandy loam,38496,,r2 + r3 + r5,3,Quadris,azoxystrobin,azo,strobilurin,strobilurin,8,rcb,4,Fishers LSD (p</=0.1,45,29.3,100,29.3,,,,,,,,,,,,,,,,,64.8,5.32,58.6,5.32,,,,,,,,,,,,
288,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1,1,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,9.2,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3,1,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,9.2,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r5,1,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,9.2,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1,1,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3,1,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r5,1,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1,1,Quilt ,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3,1,Quilt ,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r5,1,Quilt ,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1 + r3,2,Quilt ,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3 + r5,2,Quilt ,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,0,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1 fb r3,2,Headline fb Folicur,pyraclostrobin fb tebuconizole,pyra fb tebu,mixed modes of action,mma,9.2 + 3.6,rcb,4,Fishers LSD (p</=0.1,,,,,2.1,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3 fb r5,2,Headline fb Folicur,pyraclostrobin fb tebuconizole,pyra fb tebu,mixed modes of action,mma,9.2 + 3.6,rcb,4,Fishers LSD (p</=0.1,,,,,0.23,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r1 fb r3,2,Folicur fb Headline,tebuconazole fb pyraclostrobin,tebu fb pyra,mixed modes of action,mma,3.6 + 9.2,rcb,4,Fishers LSD (p</=0.1,,,,,0.7,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Mueller ref 43,43,2006,GA,UGRF,unknown,38868,38961,r3 fb r5,2,Folicur fb Headline,tebuconazole fb pyraclostrobin,tebu fb pyra,mixed modes of action,mma,3.6 + 9.3,rcb,4,Fishers LSD (p</=0.1,,,,,1.18,0.298,2.1,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,62,7.04,59,7.04,,,,,,,,,,,,
304,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r5,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,57.4,7.04,59,7.04,,,,,,,,,,,,
305,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Domark,pyraclostrobin,pyra,strobilurin,strobilurin,5,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,61.1,7.04,59,7.04,,,,,,,,,,,,
306,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r5,1,Domark,pyraclostrobin,pyra,strobilurin,strobilurin,5,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,59.8,7.04,59,7.04,,,,,,,,,,,,
307,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Folicur,tebuco,tebu,triazole,triazole,,,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,57,7.04,59,7.04,,,,,,,,,,,,
308,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r5,1,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,60.8,7.04,59,7.04,,,,,,,,,,,,
309,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Alto,cyproconazole,cypr,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,59.8,7.04,59,7.04,,,,,,,,,,,,
310,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r5,1,Alto,cyproconazole,cypr,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,63.4,7.04,59,7.04,,,,,,,,,,,,
311,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Proline,prothioconazole,prot,triazole,triazole,3,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,61.5,7.04,59,7.04,,,,,,,,,,,,
312,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r5,1,Proline,prothioconazole,prot,triazole,triazole,3,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,60.5,7.04,59,7.04,,,,,,,,,,,,
313,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,62.8,7.04,59,7.04,,,,,,,,,,,,
314,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,63,7.04,59,7.04,,,,,,,,,,,,
315,Delaney ref 44,44,2009,AL,GCREC,Malbis fine sandy loam,,,r3,1,Stratego,propiconizole + trifloxystrobin,prop+trif,mixed modes of action,mma,10,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,57.8,7.04,59,7.04,,,,,,,,,,,,
316,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,72.5,5.9,60.3,5.9,15.88,,15.3,,67.5,15.1,85,15.1,,,,
317,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,11,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,68.4,5.9,60.3,5.9,15.6,,15.3,,57.5,15.1,85,15.1,,,,
318,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,14,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,70,5.9,60.3,5.9,16.2,,15.3,,60,15.1,85,15.1,,,,
319,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,16.9,21.2,60,21.2,,,,,,,,,,,,,,,,,67.7,5.9,60.3,5.9,15.88,,15.3,,70,15.1,85,15.1,,,,
320,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard,flutrifol,flut,triazole,triazole,7.0 + 11.0,rcb,4,Fishers LSD (p</=0.1,5.8,21.2,60,21.2,,,,,,,,,,,,,,,,,68.6,5.9,60.3,5.9,16.2,,15.3,,67.5,15.1,85,15.1,,,,
321,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard,flutrifol,flut,triazole,triazole,7.0 + 14.0,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,66.7,5.9,60.3,5.9,15.88,,15.3,,60,15.1,85,15.1,,,,
322,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,66.9,5.9,60.3,5.9,16.44,,15.3,,48.8,15.1,85,15.1,,,,
323,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard,flutrifol,flut,triazole,triazole,7.0 + 11.0,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,70.8,5.9,60.3,5.9,15.88,,15.3,,55,15.1,85,15.1,,,,
324,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard,flutrifol,flut,triazole,triazole,7.0 + 14.0,rcb,4,Fishers LSD (p</=0.1,0,21.2,60,21.2,,,,,,,,,,,,,,,,,66.1,5.9,60.3,5.9,16.44,,15.3,,62.5,15.1,85,15.1,,,,
325,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,10.1,21.2,60,21.2,,,,,,,,,,,,,,,,,62.1,5.9,60.3,5.9,15.6,,15.3,,72.5,15.1,85,15.1,,,,
326,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,3.5,rcb,4,Fishers LSD (p</=0.1,14.5,21.8,67,21.8,,,,,,,,,,,,,,,,,62.8,6.7,53.4,6.7,14.7,0.85,13.3,0.03,80,11.7,92.3,11.7,,,,
